LocationID	LocationName	Organisation_name	ZIP	adress_town	adress_street	adress_number	state	country	coordinates_east	coordinates_north	dcpLatitude	dcpLongitude	connected_towns	connected_people_2018	total_population	note	report_category
ATTP_3-436	ARA Raabs an der Thaya	Stadtgemeinde Raabs an der Thaya	3820.0	Raabs an der Thaya	Hauptstraße	25	Lower Austria	Austria	559060.546	551352.3632	48.84109005	15.49983015	Raabs an der Thaya	1230.0	2644.0		general; alps
ATTP_3-437	ARA Thaya	Marktgemeinde Thaya	3842.0	Thaya	Hauptstr.	32	Lower Austria	Austria	543814.7839	552462.6316	48.8547053	15.29256738	Thaya	908.0	1386.0		general; alps
ATTP_3-441	ARA Windigsteig	Marktgemeinde Windigsteig	3841.0	Windigsteig	Marktplatz	4	Lower Austria	Austria	543203.805	542988.1611	48.76966619	15.28101251	Windigsteig	801.0	928.0		general; alps
ATTP_3-447	ARA AV Oberes Piestingtal	Abwasserverband Oberes Piestingtal	2763.0	Pernitz	Hauptstraße	1	Lower Austria	Austria	598176.5959	446876.8459	47.89089475	15.98395062	Pernitz, Gutenstein, Miesenbach, Muggendorf, Waidmannsfeld	5566.0	6467.0		general; alps
ATTP_3-448	ARA Piestingtaler AV	Piestingtaler Abwasserverband	2601.0	Sollenau	Hauptplatz	1	Lower Austria	Austria	618924.498	449178.2668	47.90489279	16.26244384	Markt Piesting, Felixdorf, Matzendorf-Hölles, Eggendorf, Waldegg, Sollenau, Wöllersdorf-Steinabrückl, Theresienfeld, Wiener Neustadt	26203.0	74968.0		general; alps
ATTP_3-449	ARA AWV Wr. Neustadt-Süd	Abwasserverband Wr.Neustadt-Süd	2700.0	Wiener Neustadt	Erschlachtweg	3	Lower Austria	Austria	620207.8999	441288.685	47.83352787	16.27561101	Grafenbach-St. Valentin, Breitenau, Wartmannstetten, Schwarzau am Steinfeld, Pitten, Natschbach-Loipersbach, Neunkirchen, Seebenstein, Bad Erlach, Lanzenkirchen, Hochwolkersdorf, Katzelsdorf, Walpersbach, Lichtenwörth, Bromberg, Theresienfeld, Wöllersdorf-Steinabrückl, Wiener Neustadt, Neudörfl	81224.0	100530.0		general; alps
ATTP_3-45	ARA Loosdorf	Marktgemeinde Loosdorf	3382.0	Loosdorf	Europapl.	11	Lower Austria	Austria	552894.4263	481029.8024	48.21032432	15.39052496	Loosdorf, Dunkelsteinerwald	4099.0	6200.0		general; alps
ATTP_3-450	ARA GV Abwasserbeseitigung Raum Hohe Wand - Steinfeld	Gemeindeverband Abwasserbeseitigung Raum Hohe Wand - Steinfeld	2721.0	Bad-Fischau	Wr.Neustädterstraße	678	Lower Austria	Austria	613424.193	439855.9109	47.82291886	16.18432885	St. Egyden am Steinfeld, Grünbach am Schneeberg, Würflach, Höflein an der Hohen Wand, Willendorf, Schrattenbach, Bad Fischau-Brunn, Winzendorf-Muthmannsdorf, Hohe Wand, Weikersdorf am Steinfelde	15043.0	15123.0		general; alps
ATTP_3-453	ARA Groß Gerungs	Stadtgemeinde Groß Gerungs	3920.0	Groß Gerungs	Hauptplatz	18	Lower Austria	Austria	520849.1431	520642.9732	48.57338335	14.97054742	Groß Gerungs	1387.0	4475.0		general; alps
ATTP_3-455	ARA Martinsberg	Marktgemeinde Martinsberg	3664.0	Martinsberg	Markt	6	Lower Austria	Austria	534984.8033	498749.4905	48.37368395	15.15513479	Martinsberg	589.0	1094.0		general; alps
ATTP_3-457	ARA Schwarzeu	Marktgemeinde Schwarzeu	3900.0	Schwarzenau	Waidhofnerstraße	2	Lower Austria	Austria	542167.3876	540565.4653	48.74811738	15.26609772	Schwarzeu	1079.0	1505.0		general; alps
ATTP_3-458	ARA Zwettl	Stadtgemeinde Zwettl	3910.0	Zwettl	Gartenstr.	3	Lower Austria	Austria	536537.2206	525364.3526	48.6126752	15.18463519	Zwettl-Niederösterreich	4795.0	10885.0		general; alps
ATTP_3-46	ARA Pöggstall	Marktgemeinde Pöggstall	3650.0	Pöggstall	Hauptplatz	1	Lower Austria	Austria	539495.5173	492365.3867	48.31530939	15.21393365	Pöggstall	1471.0	2445.0		general; alps
ATTP_3-47	ARA AV An der Traisen	Abwasserverband An der Traisen	3100.0	St. Pölten	Rathausplatz	1	Lower Austria	Austria	580132.7806	498817.1048	48.36319453	15.76441656	Statzendorf, Wölbling, Herzogenburg, Inzersdorf-Getzersdorf, Obritzberg-Rust, Nußdorf ob der Traisen, Traismauer, Lilienfeld, Escheu, Traisen, Wilhelmsburg, St. Pölten, Sitzenberg-Reidling	88276.0	94932.0		general; alps
ATTP_3-476	ARA GV Altenmarkt an der Triesting - Kaumberg	Gemeindeverband Abwasserbeseitigung Altenmarkt an der Triesting - Kaumberg	2571.0	Altenmarkt an der Triesting	Hauptstraße	35	Lower Austria	Austria	599564.1144	460258.18	48.01078115	16.00865446	Kaumberg, Altenmarkt an der Triesting	2752.0	3147.0		general; alps
ATTP_3-477	ARA GAV Ruprechtshofen - St. Leonhard am Forst	Gemeindeabwasserverband Ruprechtshofen-St.Leonhard am Forst	3244.0	Ruprechtshofen	Hauptplatz	1	Lower Austria	Austria	543343.878	474065.8424	48.14989789	15.25970764	St. Leonhard am Forst, Ruprechtshofen	3064.0	5288.0		general; alps
ATTP_3-49	ARA Himberg	Marktgemeinde Himberg	2325.0	Himberg	Hauptstraße	38	Lower Austria	Austria	631379.3693	470444.3495	48.09171791	16.44031973	Himberg	7129.0	7399.0		general; alps
ATTP_3-51	ARA GV Abwasserbeseitigung Raum Pöchlarn	Gemeindeverband Abwasserbeseitigung Raum Pöchlarn	3380.0	Pöchlarn	Kirchenplatz	1	Lower Austria	Austria	543369.5588	481279.4284	48.21476355	15.26245646	Pöchlarn, Erlauf, Golling an der Erlauf, Krummnußbaum, Bergland	8730.0	9995.0		general; alps
ATTP_3-52	ARA AV Anzbach-Laabental	Abwasserverband Anzbach-Laabental	3040.0	Neulengbach	Markersdorf	86	Lower Austria	Austria	592259.708	483620.4163	48.22304833	15.92119613	Pressbaum, Altlengbach, Asperhofen, Brand-Laaben, Eichgraben, Neulengbach, Maria-Anzbach, Neustift-Innermanzing, Würmla	22085.0	33194.0		general; alps
ATTP_3-55	ARA Wiental - Sammelkal GmbH	Wiental-Sammelkal Ges.m.b.H.	3011.0	Untertullnerbach	An der Stadlhütte	23	Lower Austria	Austria	607394.2241	479907.2006	48.18496045	16.12301186	Pressbaum, Purkersdorf, Tullnerbach, Wolfsgraben	9945.0	21996.0		general; alps
ATTP_3-58	ARA Emmersdorf	Marktgemeinde Emmersdorf an der Douu	3644.0	Emmersdorf an der Donau	Emmersdorf	22	Lower Austria	Austria	549970.5532	485401.0351	48.25032132	15.35271364	Emmersdorf an der Donau	1527.0	1766.0		general; alps
ATTP_3-6	ARA AV Ybbsfeld	Abwasserverband Ybbsfeld	3370.0	Ybbs an der Donau	Aupromenade	17	Lower Austria	Austria	530771.1136	475902.8206	48.16909532	15.09129355	Blindenmarkt, Ybbs an der Donau, Bergland, St. Martin-Karlsbach, Neumarkt an der Ybbs, St. Georgen am Ybbsfelde, Viehdorf	11223.0	18139.0		general; alps
ATTP_3-608	ARA Ernsthofen	Gemeinde Ernsthofen	4432.0	Ernsthofen	Hauptstraße	21	Lower Austria	Austria	484994.3182	472285.4722	48.14422789	14.47503868	Ernsthofen	1853.0	2240.0		general; alps
ATTP_3-609	ARA Ferschnitz	Marktgemeinde Ferschnitz	3325.0	Ferschnitz	Marktplatz	1	Lower Austria	Austria	524208.2232	468028.6916	48.09957688	15.00078843	Wang, Ferschnitz	1359.0	3162.0		general; alps
ATTP_3-61	ARA Gablitz	Marktgemeinde Gablitz	3003.0	Gablitz	Linzer Straße	99	Lower Austria	Austria	610304.3454	483567.8398	48.21692319	16.16392453	Gablitz	4941.0	4983.0		general; alps
ATTP_3-63	ARA Seibersdorf	Marktgemeinde Seibersdorf	2444.0	Deutsch-Brodersdorf	Obere Hauptstraße	8	Lower Austria	Austria	636071.5329	454082.3641	47.94294063	16.49434637	Seibersdorf	1455.0	1499.0		general; alps
ATTP_3-643	ARA AV Großraum Bruck an der Leitha - Neusiedl am See	Abwasserverband  Bruck a d Leitha - Neusiedl a See	2460.0	Bruck an der Leitha	Szallasweg	Kläranlage	Lower Austria	Austria	660390.7068	464898.1899	48.03079806	16.82614633	Bruckneudorf, Neusiedl am See, Parndorf, Weiden am See, Reisenberg, Göttlesbrunn-Arbesthal, Bruck an der Leitha, Trautmannsdorf an der Leitha, Rohrau, Götzendorf an der Leitha, Hof am Leithaberge, Höflein, Mannersdorf am Leithagebirge, Sommerein, Scharndorf, Gattendorf, Kittsee, Pama, Neudorf, Edelstal, Berg, Wolfsthal	26532.0	55953.0		general; alps
ATTP_3-65	ARA GAV Ennsdorf-St.Pantaleon	Gemeindeabwasserverband Ennsdorf-St.Pantaleon	4482.0	Ennsdorf	Amtshausstraße	5	Lower Austria	Austria	489387.6084	481926.6795	48.23035263	14.536085	St. Valentin, Ennsdorf, St. Pantaleon-Erla	5442.0	14932.0		general; alps
ATTP_3-67	ARA Großkrut	Marktgemeinde Großkrut	2143.0	Großkrut	Poysdorferstraße	3a	Lower Austria	Austria	650570.0392	532090.2822	48.63851892	16.73394956	Großkrut	1572.0	1590.0		general; alps
ATTP_3-682	ARA GAV Oberes Zayatal	Gemeindeabwasserverband Oberes Zayatal	2151.0	Asparn/Zaya	Hauptplatz	1	Lower Austria	Austria	634292.7919	524396.3478	48.57556922	16.50898141	Gdendorf, Fallbach, Asparn an der Zaya	3194.0	3843.0		general; alps
ATTP_3-683	ARA Herrnbaumgarten	Marktgemeinde Herrnbaumgarten	2171.0	Herrnbaumgarten	Hauptstraße	50	Lower Austria	Austria	648023.9054	538719.0335	48.69907602	16.70332659	Herrnbaumgarten	947.0	958.0		general; alps
ATTP_3-686	ARA Schrattenberg	Gemeinde Schrattenberg	2172.0	Schrattenberg	Hauptstraße	25	Lower Austria	Austria	650391.3866	540847.5027	48.71727337	16.73672659	Schrattenberg	799.0	817.0		general; alps
ATTP_3-687	ARA Stronsdorf	Marktgemeinde Stronsdorf	2153.0	Stronsdorf	Stronsdorf	20	Lower Austria	Austria	617964.978	533573.7026	48.66383596	16.29256721	Stronsdorf	1599.0	1629.0		general; alps
ATTP_3-689	ARA Rastenfeld	Marktgemeinde Rastenfeld	3532.0	Rastenfeld	Rastenfeld	30	Lower Austria	Austria	548015.7654	523585.2465	48.59412019	15.33965248	Rastenfeld	1307.0	1549.0		general; alps
ATTP_3-7	ARA GV Abwasserreinigung im südlichen Waldviertel	Gemeindeverband für Abwasserreinigung im südlichen Waldviertel	3660.0	Klein-Pöchlarn	Artstettner Str.	7	Lower Austria	Austria	541286.9843	481710.8628	48.21910439	15.2345758	Artstetten-Pöbring, Leiben, Klein-Pöchlarn, Marbach an der Donau, Persenbeug-Gottsdorf, Hofamt Priel, Maria Taferl	8966.0	10061.0		general; alps
ATTP_3-70	ARA Prottes	Marktgemeinde Prottes	2242.0	Prottes	Hauptplatz	1	Lower Austria	Austria	652426.4428	502644.0586	48.37318947	16.74161047	Prottes	1431.0	1436.0		general; alps
ATTP_3-701	ARA Göstling	Marktgemeinde Göstling an der Ybbs	3345.0	Göstling an der Ybbs	Göstling	41	Lower Austria	Austria	519576.6779	435945.0382	47.81187631	14.929764	Göstling an der Ybbs	1722.0	2052.0		general; alps
ATTP_3-705	ARA GAV Drasenhofen	Gemeindeabwasserverband Drasenhofen	2165.0	Drasenhofen	Brünner Straße	43	Lower Austria	Austria	644464.3529	545997.4611	48.76585089	16.65923686	Drasenhofen, Falkenstein, Poysdorf	1993.0	7116.0		general; alps
ATTP_3-707	ARA Angern an der March	Marktgemeinde Angern an der March	2261.0	Angern an der March	Bahnstraße	5	Lower Austria	Austria	659118.4086	501805.8278	48.36298504	16.83135789	Angern an der March	3383.0	3366.0		general; alps
ATTP_3-708	ARA GAV Krumau - Pölla	Gemeindeabwasserverband Krumau-Pölla	3593.0	Neupölla	Wegscheid am Kamp	50	Lower Austria	Austria	559716.5514	525931.7226	48.61239584	15.49912496	Krumau am Kamp, Pölla	1250.0	1682.0		general; alps
ATTP_3-71	ARA Hoheu an der March	Marktgemeinde Hoheu an der March	2273.0	Hohenau an der March	Rathausplatz	1	Lower Austria	Austria	663967.8224	529095.8101	48.60620731	16.91370098	Hoheu an der March	2715.0	2729.0		general; alps
ATTP_3-713	ARA GAV Aspang - Feistritz	Gemeindeabwasserverband Aspang-Feistritz	2870.0	Aspang Markt	Hauptpl.	12	Lower Austria	Austria	608816.2275	414119.4452	47.59301849	16.11053755	Aspang-Markt, Feistritz am Wechsel, Aspangberg-St. Peter, Kirchberg am Wechsel, St. Corona am Wechsel, Otterthal, Raach am Hochgebirge, Trattenbach	7553.0	9062.0		general; alps
ATTP_3-72	ARA Zistersdorf	Stadtgemeinde Zistersdorf	2225.0	Zistersdorf	Hauptstraße	12	Lower Austria	Austria	654441.0597	522097.0237	48.54719364	16.7804204	Zistersdorf	5354.0	5393.0		general; alps
ATTP_3-720	ARA Eckartsau	Marktgemeinde Eckartsau	2305.0	Eckartsau	Obere Hauptstraße	1	Lower Austria	Austria	656940.3865	476947.695	48.14047345	16.78709048	Eckartsau	1179.0	1262.0		general; alps
ATTP_3-728	ARA GAV Gmoosbach	Gemeindeabwasserverband Gmoosbach	2041.0	Wullersdorf	Bahnstraße	255	Lower Austria	Austria	603012.8393	525866.398	48.5995006	16.08598441	Wullersdorf, Nappersdorf-Kammersdorf, Grabern, Guntersdorf	6316.0	6395.0		general; alps
ATTP_3-729	ARA GAV Mittlerer Weidenbach	Gemeindeabwasserverband Mittlerer Weidenbach	2241.0	Schönkirchen-Reyersdorf	Schulstraße	2	Lower Austria	Austria	650286.4453	501601.5482	48.36466069	16.71213451	Auersthal, Matzen-Raggendorf, Schönkirchen-Reyersdorf, Groß-Schweinbarth	6270.0	7979.0		general; alps
ATTP_3-730	ARA GAV Mittleres Pittental	Gemeindeabwasserverband Mittleres Pittental	2831.0	Scheiblingkirchen	Hauptplatz	14	Lower Austria	Austria	609916.4337	424587.1573	47.68678314	16.13016647	Hollenthon, Scheiblingkirchen-Thernberg, Warth, Bromberg	3887.0	5606.0		general; alps
ATTP_3-731	ARA GAV Mittleres Schmidatal	Gemeindeabwasserverband Mittleres Schmidatal	3701.0	Großweikersdorf	Großwiesendorf	Kläranlage	Lower Austria	Austria	596567.4184	508146.2949	48.44223099	15.99042792	Stetteldorf am Wagram, Rußbach, Großweikersdorf, Heldenberg	5830.0	6980.0		general; alps
ATTP_3-733	ARA GAV Taschlbach	Gemeindeabwasserverband Taschlbach	2126.0	Ladendorf	Kardinal Franz König Straße	1	Lower Austria	Austria	634554.2688	520482.7267	48.54030257	16.51035622	Ernstbrunn, Ladendorf, Niederleis, Kreuzstetten	6058.0	7892.0		general; alps
ATTP_3-749	ARA Karlstein	Marktgemeinde Karlstein an der Thaya	3822.0	Karlstein an der Thaya	Hauptstraße	12	Lower Austria	Austria	552787.6868	555309.0232	48.8781981	15.4158415	Karlstein an der Thaya	1270.0	1470.0		general; alps
ATTP_3-757	ARA AV Lainsitz	Abwasserverband Lainsitz	3950.0	Gmünd	Fischbachweg	1	Lower Austria	Austria	519362.3111	545325.537	48.79560057	14.95737939	Zwettl-Niederösterreich, Gmünd, Großdietmanns, Heidenreichstein, Amaliendorf-Aalfang, Brand-Nagelberg, Schrems, Kirchberg am Walde, Hirschbach	18698.0	32297.0		general; alps
ATTP_3-764	ARA Mistelbach	Stadtgemeinde Mistelbach	2130.0	Mistelbach	Hauptplatz	6	Lower Austria	Austria	641802.1359	524135.7277	48.57042605	16.61052317	Mistelbach	11144.0	11471.0		general; alps
ATTP_3-77	ARA Gänserndorf	Stadtgemeinde Gänserndorf	2230.0	Gänserndorf	Rathausplatz	1	Lower Austria	Austria	652066.8292	499688.3272	48.34676956	16.73501507	Gänserndorf	6916.0	11577.0		general; alps
ATTP_3-772	ARA GAV Oberer Weidenbach	Gemeindeabwasserverband Oberer Weidenbach	2222.0	Bad Pirawarth	Prof. Knesl Platz	1	Lower Austria	Austria	642154.3015	509428.2346	48.43812405	16.60690416	Gaweinstal, Bad Pirawarth	5240.0	5632.0		general; alps
ATTP_3-80	ARA Lunz am See	Marktgemeinde Lunz am See	3293.0	Lunz am See	Amonstraße	16	Lower Austria	Austria	526299.4091	440917.1865	47.85532365	15.02097225	Lunz am See	1170.0	1779.0		general; alps
ATTP_3-804	ARA Frankenfels	Marktgemeinde Frankenfels	3213.0	Frankenfels	Markt	10	Lower Austria	Austria	550382.0712	456136.743	47.98705483	15.3480502	Frankenfels	1293.0	1956.0		general; alps
ATTP_3-805	ARA Heiligenkreuz	Gemeinde Heiligenkreuz	2532.0	Heiligenkreuz	Hauptstraße	7	Lower Austria	Austria	612524.1353	461673.5135	48.01936593	16.18298889	Breitenfurt bei Wien, Wienerwald, Heiligenkreuz	2078.0	10264.0		general; alps
ATTP_3-81	ARA Retz	Stadtgemeinde Retz	2070.0	Retz	Hauptpl.	30	Lower Austria	Austria	593562.9022	542783.329	48.75449605	15.96567607	Retz	3725.0	4230.0		general; alps
ATTP_3-810	ARA GAV Wagram - Nördliches Tullnerfeld	Gemeindeabwasserverband Wagram-Nördliches Tullnerfeld	3470.0	Kirchberg am Wagram	Marktplatz	6	Lower Austria	Austria	588655.2285	501038.545	48.38071379	15.88037517	Absdorf, Kirchberg am Wagram, Königsbrunn am Wagram, Großriedenthal	7908.0	8017.0		general; alps
ATTP_3-812	ARA WVG Bad Schönau - Krumbach	Verwaltungsgemeinschaft Bad Schöu - Krumbach	2853.0	Bad Schönau	Kurhausstraße	8	Lower Austria	Austria	618891.2803	404692.6852	47.50494822	16.23976325	Krumbach, Bad Schöu	2385.0	3007.0		general; alps
ATTP_3-813	ARA Vitis	Marktgemeinde Vitis	3902.0	Vitis	Hauptplatz	16	Lower Austria	Austria	536524.3387	540998.2778	48.75324397	15.18951779	Vitis, Windigsteig, Echsenbach	2665.0	4875.0		general; alps
ATTP_3-814	ARA Leopoldsdorf im Marchfelde	Marktgemeinde Leopoldsdorf im Marchfelde	2285.0	Leopoldsdorf im Marchfelde	Rathausplatz	3	Lower Austria	Austria	650637.4317	486867.2814	48.23210957	16.70823935	Leopoldsdorf im Marchfelde	2821.0	2899.0		general; alps
ATTP_3-815	ARA Engelhartstetten	Marktgemeinde Engelhartstetten	2292.0	Engelhartstetten	Obere Hauptstraße	2	Lower Austria	Austria	664703.682	482524.9223	48.18744505	16.89475544	Engelhartstetten	1964.0	2076.0		general; alps
ATTP_3-828	ARA GAV Sierndorf - Göllersdorf	Gemeindeabwasserverband Sierndorf-Göllersdorf	2011.0	Sierndorf	Industriepark	3	Lower Austria	Austria	609765.37	506171.566	48.42029017	16.16775933	Sierndorf, Göllersdorf	6795.0	6997.0		general; alps
ATTP_3-829	ARA GAV Unteres Schmidatal	Gemeindeabwasserverband Unteres Schmidatal	3464.0	Hausleiten	Kremserstraße	96	Lower Austria	Austria	605512.9598	500364.0477	48.36946471	16.10753379	Stetteldorf am Wagram, Hausleiten	4704.0	4782.0		general; alps
ATTP_3-830	ARA Harmannsdorf	Marktgemeinde Harmannsdorf	2111.0	Harmannsdorf	Kirchengasse	5	Lower Austria	Austria	624817.6159	502211.8791	48.37959064	16.36892089	Harmannsdorf	2867.0	4018.0		general; alps
ATTP_3-84	ARA Mank	Stadtgemeinde Mank	3240.0	Mank	Schulstraße	1	Lower Austria	Austria	549210.2533	470303.3442	48.11472914	15.3372404	Mank, Kilb	2406.0	5775.0		general; alps
ATTP_3-842	ARA GAV Östliches Tullnerfeld	Gemeindeabwasserverband Östliches Tullnerfeld	3434.0	Katzelsdorf	Hauptplatz	1	Lower Austria	Austria	607717.3823	493679.8405	48.30866751	16.13402566	Tulbing, Königstetten	5184.0	5536.0		general; alps
ATTP_3-843	ARA Haringsee	Gemeinde Haringsee	2286.0	Haringsee	Kirchengasse	23	Lower Austria	Austria	655667.6041	483590.5796	48.20067983	16.7739492	Haringsee	1177.0	1172.0		general; alps
ATTP_3-845	ARA Jedenspeigen	Marktgemeinde Jedenspeigen	2264.0	Jedenspeigen	Bahnstraße	2	Lower Austria	Austria	662389.6957	516551.074	48.49414591	16.88455438	Jedenspeigen	1070.0	1084.0		general; alps
ATTP_3-848	ARA GAV Eggenburg - Röschitz	Gemeindeabwasserverband Eggenburg-Röschitz	3730.0	Eggenburg	Kremser Straße	3	Lower Austria	Austria	589420.0264	532013.2401	48.65893508	15.9045183	Burgschleinitz-Kühnring, Eggenburg, Straning-Grafenberg, Röschitz	6123.0	6644.0		general; alps
ATTP_3-850	ARA GAV Maignerbach	Gemeindeabwasserverband Maignerbach	3751.0	Sigmundsherberg	Hauptstraße	50	Lower Austria	Austria	583016.2685	533793.3814	48.67680811	15.81839807	Sigmundsherberg, Meiseldorf	2241.0	2500.0		general; alps
ATTP_3-851	ARA GAV Langenlois - Schönberg am Kamp	Gemeindeabwasserverband Langenlois-Schönberg am Kamp	3550.0	Langenlois	Rathausstraße	2	Lower Austria	Austria	575163.3465	510466.7304	48.46930979	15.70215604	Schönberg am Kamp, Langenlois	9483.0	9470.0		general; alps
ATTP_3-87	ARA Oberndorf an der Melk	Marktgemeinde Oberndorf an der Melk	3281.0	Oberndorf an der Melk	Hauptstraße	9	Lower Austria	Austria	540460.2574	465251.2183	48.07126093	15.21808515	Oberndorf an der Melk	1316.0	2982.0		general; alps
ATTP_3-88	ARA AV Lainsitz-Mitte	Abwasserverband Lainsitz Mitte	3970.0	Weitra	Rathausplatz	1	Lower Austria	Austria	514776.426	535299.0009	48.70629081	14.89223598	Weitra, Unserfrau-Altweitra	2222.0	3657.0		general; alps
ATTP_3-89	ARA Sooß	Marktgemeinde Sooß	2504.0	Sooß	Hauptstr.	48	Lower Austria	Austria	615866.258	457798.8915	47.98342289	16.22584163	Sooß	1050.0	1034.0		general; alps
ATTP_3-9	ARA Stetten	Gemeinde Stetten	2100.0	Stetten	Schulgasse	2	Lower Austria	Austria	625286.6632	500525.8543	48.36427163	16.37435949	Stetten	1369.0	1361.0		general; alps
ATTP_3-91	ARA GAV Retzbach - Retz	Gemeindeverband Abwasserbeseitigung Retzbach - Retz	2074.0	Unterretzbach	Dorfstraße	2	Lower Austria	Austria	598339.128	541478.1098	48.74129362	16.02998364	Pernersdorf, Retz, Retzbach	1567.0	6251.0		general; alps
ATTP_3-92	ARA AV Raum Hainburg	Abwasserverband Raum Hainburg a.d.Dou	2410.0	Hainburg an der Donau	Hauptplatz	23	Lower Austria	Austria	667369.9191	477857.1366	48.14439606	16.92768374	Bad Deutsch-Altenburg, Hainburg an der Donau, Hundsheim	7037.0	9095.0		general; alps
ATTP_3-99	ARA GAV Raum Groß-Kadolz	Gemeindeabwasserverband im Raume Groß-Kadolz	2062.0	Seefeld - Kadolz	Kadolz	39	Lower Austria	Austria	610397.3364	538414.3875	48.70988582	16.19230484	Seefeld-Kadolz, Hadres, Mailberg	3171.0	3205.0		general; alps
ATTP_3-997	ARA Schollach	Gemeinde Schollach	3382.0	Groß-Schollach	Groß-Schollach	53	Lower Austria	Austria	552235.4611	480670.4075	48.20724883	15.381532	Hürm, Schollach	1061.0	2812.0		general; alps
ATTP_4-40201001	Steyr und Umgebung	Reinhaltungsverband Steyr und Umgebung	4407.0	Steyr	Steinwändweg	82	Upper Austria	Austria	481976.5953	463310.5868	48.06388898	14.43277767	Behamberg, Haidershofen, Steyr, Kronstorf, Aschach an der Steyr, Dietach, Garsten, St. Ulrich bei Steyr, Sierning, Wolfern	60000.0	76469.0		general; alps
ATTP_4-40401001	Altheim und Umgebung	Reinhaltungsverband Altheim und Umgebung	4950.0	Altheim	Braunauer Straße	7	Upper Austria	Austria	390940.0584	484572.9169	48.26027876	13.21049045	Altheim, Moosbach, Weng im Innkreis, Geinberg	8394.0	8747.0		general; alps
ATTP_4-40402001	Aspach	Marktgemeinde Aspach	5252.0	Aspach	Marktplatz	9	Upper Austria	Austria	397648.9397	476785.488	48.19028904	13.30091693	Aspach	4511.0	2605.0		general; alps
ATTP_4-40404001	Brauu	Reinhaltungsverband Brauu und Umgebung	5280.0	Braunau am Inn	Uferstraße	33	Upper Austria	Austria	379743.7125	485077.3735	48.26455588	13.05963526	Auerbach, Brauu am Inn, Burgkirchen, Feldkirchen bei Mattighofen, Gilgenberg am Weilhart, Handenberg, Neukirchen an der Enkch, Pischelsdorf am Engelbach, St. Georgen am Fillmannsbach, St. Peter am Hart, Schwand im Innkreis	24122.0	32933.0		general; alps
ATTP_4-40406001	Eggelsberg	Marktgemeinde Eggelsberg	5142.0	Eggelsberg	Marktplatz	13	Upper Austria	Austria	373785.6669	463532.2759	48.07052516	12.9806934	Eggelsberg, Feldkirchen bei Mattighofen, Geretsberg, Moosdorf	3249.0	7277.0		general; alps
ATTP_4-40408001	Franking	Gemeinde Franking	5131.0	Franking	Franking	26	Upper Austria	Austria	368977.6215	460889.0785	48.04653119	12.91635032	Franking, Geretsberg, Moosdorf	878.0	3860.0		general; alps
ATTP_4-40413001	Helpfau-Uttendorf	Marktgemeinde Helpfau-Uttendorf	5261.0	Helpfau-Uttendorf	Uttendorf	11b	Upper Austria	Austria	384532.3868	474597.5508	48.17041956	13.12453564	Helpfau-Uttendorf	3130.0	3646.0		general; alps
ATTP_4-40420001	Maria Schmolln	Gemeinde Maria Schmolln	5241.0	Maria Schmolln	Maria Schmolln	64	Upper Austria	Austria	389917.6159	472060.3789	48.14770511	13.19701847	Höhnhart, Maria Schmolln, St. Johann am Walde	2150.0	4851.0		general; alps
ATTP_4-40421001	Mattig-Hainbach	Reinhaltungsverband Mattig-Hainbach	5231.0	Schalchen	Baumgarten	5	Upper Austria	Austria	385098.2054	469526.9433	48.12481904	13.13232377	Jeging, Kirchberg bei Mattighofen, Lengau, Lochen am See, Mattighofen, Munderfing, Palting, Pfaffstätt, Schalchen, Pöndorf, Straßwalchen	19056.0	35234.0		general; alps
ATTP_4-40422002	Mauerkirchen	Marktgemeinde Mauerkirchen	5270.0	Mauerkirchen	Obermarkt	19	Upper Austria	Austria	384559.5894	477632.6185	48.19772267	13.12479043	Burgkirchen, Helpfau-Uttendorf, Mauerkirchen	3564.0	8897.0		general; alps
ATTP_4-40428001	Salzach-Mitte	Reinhalteverband Salzach-Mitte	5121.0	Ostermiething	Salzachstraße	6	Upper Austria	Austria	362161.9084	460633.1959	48.04386193	12.82493349	Haigermoos, Ostermiething, St. Pantaleon, St. Radegund, Tarsdorf	4427.0	9735.0		general; alps
ATTP_4-40433001	Polling und Umgebung	Reinhalteverband Polling i.I. und Umgebung	4951.0	Polling im Innkreis	Römerweg	16	Upper Austria	Austria	395518.9894	481411.5539	48.23189106	13.27221068	Altheim, Aspach, Höhnhart, Polling im Innkreis, Roßbach, St. Veit im Innkreis, Kirchheim im Innkreis, Lohnsburg am Koberußerwald, Mehrnbach, Mettmach	2503.0	18947.0		general; alps
ATTP_4-40502002	AGRA	AGRA Stärke GmbH	1020.0	Wien	Friedrich-Wilhelm-Raiffeisen-Platz	1	Upper Austria	Austria	450557.408	496139.6978	48.36241675	14.01497211	Aschach an der Donau	3080.0	2197.0		general; alps
ATTP_4-40509001	Eferding	Reinhaltungsverband Großraum Eferding	4070.0	Eferding	Josef-Mitter-Platz	2	Upper Austria	Austria	452974.3387	491781.6674	48.32302291	14.04705655	Eferding, Fraham, Hartkirchen, Hinzenbach, Prambachkirchen, Pupping, St. Marienkirchen an der Polsenz, Scharten, Stroheim, Buchkirchen	22289.0	27623.0		general; alps
